gene_id	gene_name	gene_type	chrom	start	end	strand	clip_count	rpf_siLuc	rpf_siLin28a	rna_siLuc	rna_siLin28a
ENSMUSG00000018451.8	6330403K07Rik	protein_coding	chr11	70922767	70924339	-	27	7	5	33	47
ENSMUSG00000018470.9	Kcnab3	protein_coding	chr11	69217084	69223868	+	53	15	3	52	60
ENSMUSG00000018474.19	Chd3	protein_coding	chr11	69234099	69260232	-	1068	65	39	691	671
ENSMUSG00000018476.8	Kdm6b	protein_coding	chr11	69289334	69304501	-	462	194	200	635	1581
ENSMUSG00000018481.10	Appbp2	protein_coding	chr11	85078088	85125956	-	2459	1435	890	2422	3293
ENSMUSG00000018500.3	Adora2b	protein_coding	chr11	62139810	62157279	+	50	40	43	11	26
ENSMUSG00000018501.18	Ncor1	protein_coding	chr11	62207252	62349367	-	10043	1433	1220	4800	8508
ENSMUSG00000018507.17	Trpv2	protein_coding	chr11	62465312	62491341	+	28	78	81	74	88
ENSMUSG00000018509.9	Cenpv	protein_coding	chr11	62415772	62430087	-	823	766	485	912	1064
ENSMUSG00000018537.17	Pcgf2	protein_coding	chr11	97579649	97591323	-	780	661	539	819	1509
ENSMUSG00000018541.11	Cwc25	protein_coding	chr11	97636307	97657382	-	381	205	75	537	623
ENSMUSG00000018543.9	1700001P01Rik	protein_coding	chr11	97662307	97666744	-	0	8	17	3	10
ENSMUSG00000018547.9	Pip4k2b	protein_coding	chr11	97605983	97635530	-	1026	459	241	1780	1922
ENSMUSG00000018548.16	Trim37	protein_coding	chr11	87017903	87111509	+	3711	459	267	2884	3093
ENSMUSG00000018554.14	Ybx2	protein_coding	chr11	69826622	69832431	+	77	46	23	142	211
ENSMUSG00000018559.17	Ctdnep1	protein_coding	chr11	69871982	69881427	+	768	163	179	265	460
ENSMUSG00000018565.18	Elp5	protein_coding	chr11	69859048	69873343	-	562	861	769	943	1268
ENSMUSG00000018566.15	Slc2a4	protein_coding	chr11	69833365	69839014	-	64	52	59	33	61
ENSMUSG00000018567.15	Gabarap	protein_coding	chr11	69881969	69885777	+	309	909	1033	794	1228
ENSMUSG00000018569.13	Cldn7	protein_coding	chr11	69855605	69858711	+	181	207	460	87	189
ENSMUSG00000018570.18	2810408A11Rik	protein_coding	chr11	69788178	69791813	-	12	19	8	84	115
ENSMUSG00000018572.11	Phf23	protein_coding	chr11	69886603	69890835	+	658	1063	746	1417	1945
ENSMUSG00000018574.15	Acadvl	protein_coding	chr11	69901009	69906237	-	120	303	247	178	260
ENSMUSG00000018581.16	Dnah11	protein_coding	chr12	117841717	118162778	-	39	8	1	23	10
ENSMUSG00000018583.6	G3bp1	protein_coding	chr11	55360511	55395664	+	4166	2202	946	8637	10426
ENSMUSG00000018585.10	Atox1	protein_coding	chr11	55337467	55352065	-	596	2401	1970	1057	1475
ENSMUSG00000018593.14	Sparc	protein_coding	chr11	55285326	55314009	-	3830	8589	11601	2315	3409
ENSMUSG00000018599.6	Mief2	protein_coding	chr11	60619224	60623777	+	149	264	283	158	247
ENSMUSG00000018604.19	Tbx3	protein_coding	chr5	119808734	119822789	+	1140	1379	1184	1759	4385
ENSMUSG00000018648.16	Dusp14	protein_coding	chr11	83938867	83960087	-	90	81	51	48	77
ENSMUSG00000018651.15	Tada2a	protein_coding	chr11	83969746	84020426	-	1395	543	225	1456	1405
ENSMUSG00000018654.18	Ikzf1	protein_coding	chr11	11635003	11722926	+	17	8	5	16	30
ENSMUSG00000018659.13	Pnpo	protein_coding	chr11	96828651	96834812	-	191	216	141	282	356
ENSMUSG00000018661.18	Cog1	protein_coding	chr11	113539995	113557880	+	85	539	413	523	810
ENSMUSG00000018666.14	Cbx1	protein_coding	chr11	96679953	96699466	+	3545	2769	1532	3629	3354
ENSMUSG00000018669.15	Cdk5rap3	protein_coding	chr11	96798252	96807322	-	553	915	412	1623	1994
ENSMUSG00000018672.16	Copz2	protein_coding	chr11	96740696	96752029	+	61	15	25	48	80
ENSMUSG00000018677.10	Slc25a39	protein_coding	chr11	102293811	102298772	-	1219	729	796	2498	4044
ENSMUSG00000018678.14	Sp2	protein_coding	chr11	96844167	96873785	-	167	882	847	441	815
ENSMUSG00000018697.15	Aatf	protein_coding	chr11	84313681	84404348	-	643	978	312	1055	1031
ENSMUSG00000018707.14	Dync1h1	protein_coding	chr12	110567886	110633379	+	19215	1275	949	7680	12184
ENSMUSG00000018727.20	Cpsf4l	protein_coding	chr11	113588998	113600843	-	179	459	286	503	554
ENSMUSG00000018733.11	Pex12	protein_coding	chr11	83185468	83193412	-	159	188	166	157	164
ENSMUSG00000018736.15	Ndel1	protein_coding	chr11	68712260	68762684	-	290	228	149	649	725
ENSMUSG00000018740.15	Slc25a35	protein_coding	chr11	68858957	68865191	+	14	44	35	32	39
ENSMUSG00000018750.15	Zbtb4	protein_coding	chr11	69656738	69674849	+	13	4	4	11	30
ENSMUSG00000018752.20	Tnfsfm13	protein_coding	chr11	69573403	69586924	-	6	6	17	6	12
ENSMUSG00000018761.15	Mpdu1	protein_coding	chr11	69547523	69553468	-	708	1903	2095	1094	1288
ENSMUSG00000018765.6	Fxr2	protein_coding	chr11	69523816	69544123	+	1975	819	377	3139	3937
ENSMUSG00000018770.10	Atp5g3	protein_coding	chr2	73738791	73741670	-	4600	7108	7224	3376	4876
ENSMUSG00000018774.14	Cd68	protein_coding	chr11	69555039	69556979	-	104	1064	1653	211	431
ENSMUSG00000018776.11	Slc35g3	protein_coding	chr11	69650716	69652794	-	0	3	4	5	0
ENSMUSG00000018796.14	Acsl1	protein_coding	chr8	46924074	46989088	+	860	379	345	704	898
ENSMUSG00000018800.15	Abca5	protein_coding	chr11	110160195	110228542	-	589	157	206	162	182
ENSMUSG00000018809.3	Smyd4	protein_coding	chr11	75239259	75296531	+	256	179	107	325	362
ENSMUSG00000018820.14	Zfyve27	protein_coding	chr19	42152390	42183029	+	624	189	239	373	537
ENSMUSG00000018821.4	Avpi1	protein_coding	chr19	42111712	42117498	-	165	527	513	531	693
ENSMUSG00000018822.8	Sfrp5	protein_coding	chr19	42186410	42190691	-	7	24	53	8	13
ENSMUSG00000018830.11	Myh11	protein_coding	chr16	14012399	14109236	-	4	3	1	9	3
ENSMUSG00000018841.18	Rad51d	protein_coding	chr11	82767260	82781440	-	115	113	113	190	403
ENSMUSG00000018845.15	Unc45b	protein_coding	chr11	82801376	82834229	+	1	1	0	8	19
ENSMUSG00000018846.9	Pank3	protein_coding	chr11	35660311	35682112	+	3174	135	77	1096	1283
ENSMUSG00000018848.5	Rars	protein_coding	chr11	35699208	35725333	-	2347	4265	2453	3183	2976
ENSMUSG00000018849.7	Wwc1	protein_coding	chr11	35729227	35871354	-	1105	170	121	894	1451
ENSMUSG00000018858.16	Mrpl58	protein_coding	chr11	115294578	115303500	+	251	927	624	732	1037
ENSMUSG00000018861.9	Fdxr	protein_coding	chr11	115158850	115167876	-	191	199	123	260	299
ENSMUSG00000018865.10	Sult4a1	protein_coding	chr15	83960298	83989955	-	445	281	172	989	1094
ENSMUSG00000018882.13	Mrpl45	protein_coding	chr11	97206542	97220746	+	852	1118	575	1367	1685
ENSMUSG00000018893.16	Mb	protein_coding	chr15	76899687	76934870	-	0	8	4	10	11
ENSMUSG00000018899.18	Irf1	protein_coding	chr11	53660841	53669200	+	123	118	52	315	575
ENSMUSG00000018900.8	Slc22a5	protein_coding	chr11	53755368	53782486	-	35	61	104	79	126
ENSMUSG00000018906.15	P4ha2	protein_coding	chr11	53990921	54022491	+	123	323	412	207	340
ENSMUSG00000018907.11	Alox12e	protein_coding	chr11	70206436	70213454	-	0	0	1	8	13
ENSMUSG00000018909.16	Arrb1	protein_coding	chr7	99184673	99255978	+	332	22	7	365	260
ENSMUSG00000018919.11	Tm4sf5	protein_coding	chr11	70396070	70402004	+	52	132	143	72	76
ENSMUSG00000018920.12	Cxcl16	protein_coding	chr11	70344809	70350810	-	81	23	40	35	61
ENSMUSG00000018921.12	Pelp1	protein_coding	chr11	70283709	70300857	-	2658	3243	2521	2536	3643
ENSMUSG00000018923.14	Med11	protein_coding	chr11	70342745	70344553	+	259	595	417	429	498
ENSMUSG00000018924.7	Alox15	protein_coding	chr11	70234978	70242857	-	30	8	4	24	21
ENSMUSG00000018931.4	Natd1	protein_coding	chr11	60793072	60805576	-	231	143	159	623	931
ENSMUSG00000018932.10	Map2k3	protein_coding	chr11	60822859	60843637	+	417	382	289	948	1272
ENSMUSG00000018965.12	Ywhah	protein_coding	chr5	33176160	33185310	+	1690	1058	666	1644	2151
ENSMUSG00000018974.8	Sart3	protein_coding	chr5	113880507	113910571	-	1023	1172	533	2283	3463
ENSMUSG00000018983.10	E2f2	protein_coding	chr4	135899705	135923368	+	105	61	39	179	374
ENSMUSG00000018986.11	Slfn3	protein_coding	chr11	83082156	83105980	+	17	7	0	17	35
ENSMUSG00000018995.13	Nars2	protein_coding	chr7	96600712	96713965	+	248	65	58	225	249
ENSMUSG00000018999.15	Slc35b4	protein_coding	chr6	34130315	34154046	-	696	153	154	393	387
ENSMUSG00000019027.9	Dnah1	protein_coding	chr14	30982332	31045853	-	32	31	24	47	79
ENSMUSG00000019039.15	Dalrd3	protein_coding	chr9	108447085	108449973	+	44	198	128	466	731
ENSMUSG00000019054.14	Fis1	protein_coding	chr5	136982129	136995088	+	490	673	525	594	768
ENSMUSG00000019055.16	Plod1	protein_coding	chr4	147994210	148021224	-	610	920	1092	469	696
ENSMUSG00000019066.14	Rab3d	protein_coding	chr9	21818787	21829488	-	51	45	44	109	137
ENSMUSG00000019080.9	Mfsd3	protein_coding	chr15	76585665	76588439	+	52	76	71	33	63
ENSMUSG00000019082.19	Slc25a22	protein_coding	chr7	141009657	141017805	-	202	141	110	148	282
ENSMUSG00000019087.14	Atp6ap1	protein_coding	chrX	73340703	73348327	+	3183	1202	1845	355	603
ENSMUSG00000019088.15	Dnase1l1	protein_coding	chrX	73316823	73325943	-	4	22	13	2	16
ENSMUSG00000019102.11	Aldh3a1	protein_coding	chr11	61098363	61109247	+	29	81	78	57	121
ENSMUSG00000019122.9	Ccl9	protein_coding	chr11	83463745	83469462	-	17	3	5	8	13
ENSMUSG00000019124.11	Scrn1	protein_coding	chr6	54478158	54543474	-	49	41	35	116	173
ENSMUSG00000019132.12	BC005537	protein_coding	chr13	24985640	25000180	+	1317	99	76	831	1588
ENSMUSG00000019139.11	Isyna1	protein_coding	chr8	71047023	71049940	+	593	1171	360	1790	2160
ENSMUSG00000019143.16	Hars2	protein_coding	chr18	36916061	36925615	+	131	190	115	403	404
ENSMUSG00000019158.10	Tmem160	protein_coding	chr7	16186704	16189419	+	235	432	465	427	532
ENSMUSG00000019173.12	Rab5c	protein_coding	chr11	100605835	100629041	-	376	1021	683	1417	2062
ENSMUSG00000019179.11	Mdh2	protein_coding	chr5	135807334	135819252	+	1266	3752	1858	2923	3511
ENSMUSG00000019188.17	H13	protein_coding	chr2	152511381	152550590	+	223	437	434	241	331
ENSMUSG00000019189.14	Rnf145	protein_coding	chr11	44409791	44456347	+	2487	686	998	1342	1881
ENSMUSG00000019194.16	Scn1b	protein_coding	chr7	30815949	30826428	-	20	13	20	21	45
ENSMUSG00000019210.11	Atp6v1e1	protein_coding	chr6	120771266	120799754	-	403	1125	741	867	1015
ENSMUSG00000019214.15	Chtf18	protein_coding	chr17	25937900	25946393	-	246	425	162	1055	1430
ENSMUSG00000019230.15	Lhx9	protein_coding	chr1	138752924	138776315	-	1	3	1	0	12
ENSMUSG00000019235.10	Rps6kl1	protein_coding	chr12	85182023	85198038	-	70	129	90	185	314
ENSMUSG00000019254.17	Ppp1r12c	protein_coding	chr7	4484519	4504679	-	552	170	104	773	1132
ENSMUSG00000019256.18	Ahr	protein_coding	chr12	35547973	35585037	-	96	14	19	76	137
ENSMUSG00000019261.4	Map1s	protein_coding	chr8	71358576	71370173	+	132	487	226	682	1224
ENSMUSG00000019295.9	Tmem129	protein_coding	chr5	33810560	33815760	-	128	63	53	57	102
ENSMUSG00000019297.10	Nop9	protein_coding	chr14	55983150	55992957	+	467	513	283	960	1262
ENSMUSG00000019301.6	Hsd17b1	protein_coding	chr11	100969237	100971353	+	18	7	8	0	7
ENSMUSG00000019302.17	Atp6v0a1	protein_coding	chr11	100900278	100954545	+	965	536	495	484	739
ENSMUSG00000019303.15	Psmc3ip	protein_coding	chr11	100982649	100986262	-	372	310	155	346	307
ENSMUSG00000019312.11	Grb7	protein_coding	chr11	98337220	98346199	+	211	715	368	534	913
ENSMUSG00000019320.15	Noxo1	protein_coding	chr17	24915208	24919503	+	8	13	5	8	6
ENSMUSG00000019326.15	Aoc3	protein_coding	chr11	101221431	101232764	+	20	20	34	74	180
ENSMUSG00000019338.14	Zfp687	protein_coding	chr3	94913901	94922759	-	253	411	339	361	641
ENSMUSG00000019359.15	Gdpd2	protein_coding	chrX	99773479	99782501	+	2	3	1	2	8
ENSMUSG00000019362.9	D8Ertd738e	protein_coding	chr8	84972867	84976348	-	314	762	530	497	552
ENSMUSG00000019368.14	Sec14l4	protein_coding	chr11	3981462	3998024	+	28	53	43	88	120
ENSMUSG00000019370.11	Calm3	protein_coding	chr7	16649304	16658039	-	2738	1571	947	3054	3442
ENSMUSG00000019373.12	Cops3	protein_coding	chr11	59708621	59730664	-	978	2170	1236	1497	1866
ENSMUSG00000019428.17	Fkbp8	protein_coding	chr8	70980374	70987978	+	464	1306	1189	1410	2068
ENSMUSG00000019429.8	Ffar3	protein_coding	chr7	30553755	30555603	-	4	2	9	3	15
ENSMUSG00000019432.16	Ddx39b	protein_coding	chr17	35460722	35472683	+	1976	3113	1207	4005	5543
ENSMUSG00000019433.10	Gipc1	protein_coding	chr8	84379306	84391323	+	442	313	423	541	988
ENSMUSG00000019437.18	Tlcd1	protein_coding	chr11	78067537	78072735	+	177	396	388	217	222
ENSMUSG00000019461.13	Plscr3	protein_coding	chr11	69737202	69742884	+	66	110	65	125	183
ENSMUSG00000019467.16	Arhgef25	protein_coding	chr10	127018394	127025952	-	392	74	49	464	535
ENSMUSG00000019470.13	Xab2	protein_coding	chr8	3658421	3671316	-	486	803	293	1373	2124
ENSMUSG00000019471.11	Cdc37	protein_coding	chr9	21044518	21061278	-	1287	2484	1047	3087	3891
ENSMUSG00000019478.18	Rab4a	protein_coding	chr8	124532724	124562026	+	204	242	189	259	378
ENSMUSG00000019487.12	Trip10	protein_coding	chr17	57556455	57570665	+	372	522	171	1056	1246
ENSMUSG00000019494.15	Cops6	protein_coding	chr5	138159333	138162908	+	1449	1874	1458	1890	2384
ENSMUSG00000019505.8	Ubb	protein_coding	chr11	62441997	62444039	+	282	1873	934	2330	3291
ENSMUSG00000019518.12	Ap4m1	protein_coding	chr5	138170264	138178691	+	81	74	34	279	330
ENSMUSG00000019528.19	Gyg	protein_coding	chr3	20176248	20209481	-	95	42	37	54	90
ENSMUSG00000019539.12	Rcn3	protein_coding	chr7	44732337	44741645	-	381	741	519	339	373
ENSMUSG00000019558.15	Slc6a8	protein_coding	chrX	72716756	72726108	+	822	404	722	740	1690
ENSMUSG00000019564.13	Arid3a	protein_coding	chr10	79762877	79790852	+	87	82	35	127	178
ENSMUSG00000019577.7	Pdk4	protein_coding	chr6	5483351	5496309	-	104	17	14	63	94
ENSMUSG00000019578.12	Ubxn6	protein_coding	chr17	56374045	56382028	-	37	140	98	43	81
ENSMUSG00000019579.14	Mydgf	protein_coding	chr17	56482744	56490920	-	179	478	629	290	466
ENSMUSG00000019590.17	Cyb561	protein_coding	chr11	105824528	105844162	-	495	175	216	364	398
ENSMUSG00000019647.17	Sema6a	protein_coding	chr18	47368665	47501937	-	38	19	21	20	23
ENSMUSG00000019659.9	Ccdc12	protein_coding	chr9	110485571	110540674	+	116	175	178	236	320
ENSMUSG00000019689.5	Fmc1	protein_coding	chr6	38510437	38516384	+	37	317	441	102	161
ENSMUSG00000019699.17	Akt3	protein_coding	chr1	176847639	177085769	-	1002	40	36	377	579
ENSMUSG00000019710.14	Mrpl24	protein_coding	chr3	87826813	87830979	+	352	913	456	1178	1394
ENSMUSG00000019715.15	Gle1	protein_coding	chr2	29825438	29850383	+	437	380	245	1137	1007
ENSMUSG00000019718.9	L3hypdh	protein_coding	chr12	72120202	72132213	-	24	49	44	33	55
ENSMUSG00000019726.13	Lyst	protein_coding	chr13	13764982	13953388	+	552	176	193	308	482
ENSMUSG00000019731.14	Slc35e1	protein_coding	chr8	73234485	73246458	-	1687	157	235	552	924
ENSMUSG00000019732.15	Calr3	protein_coding	chr8	73178020	73197714	-	44	21	29	19	30
ENSMUSG00000019734.17	Tmc4	protein_coding	chr7	3668789	3680552	-	2	7	23	21	62
ENSMUSG00000019737.15	Syne4	protein_coding	chr7	30014232	30018471	+	62	132	105	145	256
ENSMUSG00000019738.16	Polr2i	protein_coding	chr7	29931373	29932815	+	201	1168	1048	526	765
ENSMUSG00000019761.11	Krt10	protein_coding	chr11	99276080	99280190	-	8	24	15	39	34
ENSMUSG00000019763.12	Rmnd1	protein_coding	chr10	4351915	4382388	-	69	73	41	142	208
ENSMUSG00000019767.13	Ccdc170	protein_coding	chr10	4432502	4512231	+	32	3	2	12	17
ENSMUSG00000019773.8	Fbxo5	protein_coding	chr10	5749160	5755600	-	1068	981	448	1057	950
ENSMUSG00000019774.9	Mtrf1l	protein_coding	chr10	5761887	5773910	-	58	66	42	80	129
ENSMUSG00000019775.18	Rgs17	protein_coding	chr10	5775663	5872400	-	53	6	5	4	31
ENSMUSG00000019777.17	Hdac2	protein_coding	chr10	36850540	36877885	+	1968	1182	628	1865	2033
ENSMUSG00000019779.16	Frk	protein_coding	chr10	34359395	34487274	+	4	3	6	5	9
ENSMUSG00000019782.11	Rwdd1	protein_coding	chr10	33872551	33895620	-	199	101	83	164	230
ENSMUSG00000019785.15	Clvs2	protein_coding	chr10	33388282	33500765	-	17	4	3	13	16
ENSMUSG00000019789.10	Hey2	protein_coding	chr10	30708355	30718797	-	11	2	6	5	8
ENSMUSG00000019790.18	Stxbp5	protein_coding	chr10	9631291	9776823	-	62	7	7	125	150
ENSMUSG00000019791.13	Hint3	protein_coding	chr10	30484137	30505628	-	161	69	84	42	66
ENSMUSG00000019792.9	Trmt11	protein_coding	chr10	30410221	30476745	-	254	185	107	283	255
ENSMUSG00000019794.14	Katna1	protein_coding	chr10	7601764	7638914	+	738	406	160	672	608
ENSMUSG00000019795.18	Pcmt1	protein_coding	chr10	7505137	7556900	-	689	466	418	484	529
ENSMUSG00000019796.13	Lrp11	protein_coding	chr10	7465564	7501247	+	638	276	322	366	546
ENSMUSG00000019797.12	Mtres1	protein_coding	chr10	43401129	43416990	-	362	308	170	347	226
ENSMUSG00000019802.14	Sec63	protein_coding	chr10	42637492	42708510	+	3133	364	417	515	506
ENSMUSG00000019804.13	Snx3	protein_coding	chr10	42378026	42411377	+	643	919	676	868	1052
ENSMUSG00000019806.14	Aig1	protein_coding	chr10	13522798	13744724	-	198	52	64	35	91
ENSMUSG00000019808.9	Adat2	protein_coding	chr10	13428638	13439120	+	395	176	152	221	284
ENSMUSG00000019809.17	Pex3	protein_coding	chr10	13399586	13428886	-	80	245	319	254	250
ENSMUSG00000019810.16	Fuca2	protein_coding	chr10	13375284	13394779	+	417	179	258	178	196
ENSMUSG00000019813.17	Cep57l1	protein_coding	chr10	41594836	41685867	-	318	272	122	460	390
ENSMUSG00000019814.6	Ltv1	protein_coding	chr10	13053884	13068912	-	875	634	210	1133	932
ENSMUSG00000019817.19	Plagl1	protein_coding	chr10	12936248	13007438	+	61	103	71	205	444
ENSMUSG00000019818.16	Cd164	protein_coding	chr10	41395410	41407044	+	7342	2806	4337	1779	1958
ENSMUSG00000019820.12	Utrn	protein_coding	chr10	12257932	12745109	-	4904	1500	833	3727	4533
ENSMUSG00000019822.13	Smpd2	protein_coding	chr10	41361638	41366365	-	102	308	190	315	352
ENSMUSG00000019823.18	Mical1	protein_coding	chr10	41352310	41363028	+	97	114	60	496	807
ENSMUSG00000019826.12	Zbtb24	protein_coding	chr10	41326379	41341570	+	179	158	105	157	343
ENSMUSG00000019831.15	Wasf1	protein_coding	chr10	40759471	40814566	+	578	399	179	486	546
ENSMUSG00000019832.6	Rab32	protein_coding	chr10	10420746	10434009	-	23	5	5	3	15
ENSMUSG00000019837.9	Gtf3c6	protein_coding	chr10	40123699	40134104	-	583	349	175	545	600
ENSMUSG00000019838.12	Slc16a10	protein_coding	chr10	39909528	40018254	-	203	117	162	87	79
ENSMUSG00000019841.16	Rev3l	protein_coding	chr10	39608114	39751207	+	1983	78	57	1159	1638
ENSMUSG00000019842.7	Traf3ip2	protein_coding	chr10	39488930	39531303	+	24	138	118	82	185
ENSMUSG00000019843.15	Fyn	protein_coding	chr10	39244851	39441377	+	494	52	44	284	397
ENSMUSG00000019845.9	Tube1	protein_coding	chr10	39009972	39028538	+	85	57	44	135	257
ENSMUSG00000019846.12	Lama4	protein_coding	chr10	38841511	38986184	+	67	53	93	18	25
ENSMUSG00000019848.15	Popdc3	protein_coding	chr10	45054194	45194548	+	19	3	6	2	5
ENSMUSG00000019849.12	Prep	protein_coding	chr10	44943299	45043294	+	715	763	369	1015	1593
ENSMUSG00000019850.12	Tnfaip3	protein_coding	chr10	18876658	18891405	-	6	6	5	12	39
ENSMUSG00000019851.9	Perp	protein_coding	chr10	18720768	18732821	+	255	152	391	92	311
ENSMUSG00000019852.8	Arfgef3	protein_coding	chr10	18457587	18619697	-	410	33	35	158	239
ENSMUSG00000019853.7	Hebp2	protein_coding	chr10	18415246	18421824	-	30	22	8	19	32
ENSMUSG00000019854.18	Reps1	protein_coding	chr10	17931609	18000903	+	310	490	384	757	1098
ENSMUSG00000019856.15	Fam184a	protein_coding	chr10	53509241	53627219	-	55	19	18	51	86
ENSMUSG00000019857.8	Asf1a	protein_coding	chr10	53472853	53485321	+	159	178	100	252	276
ENSMUSG00000019861.16	Gopc	protein_coding	chr10	52211946	52258220	-	409	136	81	424	529
ENSMUSG00000019863.8	Qrsl1	protein_coding	chr10	43750184	43777741	-	174	294	213	222	378
ENSMUSG00000019864.15	Rtn4ip1	protein_coding	chr10	43777803	43833197	+	176	102	57	270	312
ENSMUSG00000019866.16	Crybg1	protein_coding	chr10	43826632	44024849	-	61	3	7	25	33
ENSMUSG00000019868.17	Vta1	protein_coding	chr10	14530499	14581304	-	354	479	327	396	590
ENSMUSG00000019872.14	Smpdl3a	protein_coding	chr10	57670431	57687926	+	21	10	19	3	7
ENSMUSG00000019873.9	Reep3	protein_coding	chr10	66844968	66932724	-	509	118	171	168	191
ENSMUSG00000019876.16	Pkib	protein_coding	chr10	57508077	57617208	+	45	3	0	18	18
ENSMUSG00000019877.11	Serinc1	protein_coding	chr10	57391870	57408626	-	3759	1236	1729	652	778
ENSMUSG00000019878.9	Hsf2	protein_coding	chr10	57362481	57389231	+	404	503	211	669	761
ENSMUSG00000019880.11	Rspo3	protein_coding	chr10	29328412	29411863	-	1	4	5	1	1
ENSMUSG00000019883.12	Echdc1	protein_coding	chr10	29189162	29223465	+	49	35	15	17	49
ENSMUSG00000019888.17	Mgat4c	protein_coding	chr10	101517348	102227330	+	31	12	31	6	35
ENSMUSG00000019889.11	Ptprk	protein_coding	chr10	27950816	28473393	+	2759	1214	2044	890	1171
ENSMUSG00000019891.16	Dcbld1	protein_coding	chr10	52109715	52197474	+	1076	419	735	424	771
ENSMUSG00000019892.14	Lrriq1	protein_coding	chr10	102881892	103072183	-	11	3	0	9	14
ENSMUSG00000019894.15	Slc6a15	protein_coding	chr10	103203644	103255238	+	819	325	388	402	511
ENSMUSG00000019897.9	Ccdc59	protein_coding	chr10	105676928	105683694	+	240	298	197	411	388
ENSMUSG00000019899.18	Lama2	protein_coding	chr10	26856032	27495754	-	15	9	24	1	4
ENSMUSG00000019907.11	Ppp1r12a	protein_coding	chr10	107998054	108120336	+	2008	685	306	1465	2077
ENSMUSG00000019916.15	P4ha1	protein_coding	chr10	59159118	59209126	+	1084	647	1055	702	1094
ENSMUSG00000019917.11	Septin10	protein_coding	chr10	58977449	59057669	-	296	171	81	331	314
ENSMUSG00000019920.19	Lims1	protein_coding	chr10	58159288	58260513	+	1178	249	188	611	682
ENSMUSG00000019923.15	Zwint	protein_coding	chr10	72490677	72510796	+	957	2082	1361	1829	2441
