gene_id	gene_name	gene_type	chrom	start	end	strand	clip_count	rpf_siLuc	rpf_siLin28a	rna_siLuc	rna_siLin28a	clip_enrichment_log2	te_change_log2	group
ENSMUSG00000020537.10	Drg2	protein_coding	chr11	60345417	60359580	+	293	689	243	982	1287	-1.7270472245340753	-1.8895844858766817	Q3_clip_low_te_down
ENSMUSG00000020538.16	Srebf1	protein_coding	chr11	60089915	60113407	-	1770	1383	1124	1342	1859	0.36753283531367886	-0.7687622581002765	other
ENSMUSG00000020541.13	Tom1l1	protein_coding	chr11	90534291	90579192	-	473	340	180	485	729	-0.1367918432088785	-1.5007221921025657	other
ENSMUSG00000020544.15	Cox11	protein_coding	chr11	90528999	90535757	+	58	184	113	205	240	-1.6990955504850285	-0.9248802553983139	Q3_clip_low_te_down
ENSMUSG00000020546.15	Stxbp4	protein_coding	chr11	90367318	90528910	-	429	122	73	243	262	0.9847433339225677	-0.8412427914397059	Q4_clip_high_te_down
ENSMUSG00000020547.6	Bzw2	protein_coding	chr12	36141834	36208079	-	5885	1553	829	2369	2112	1.6152154642261547	-0.7392089703227424	Q4_clip_high_te_down
ENSMUSG00000020549.15	Elac2	protein_coding	chr11	64869864	64892895	+	992	1695	992	1539	2033	-0.6252815901766686	-1.1736598753100616	Q3_clip_low_te_down
ENSMUSG00000020553.9	Pctp	protein_coding	chr11	89873491	89893720	-	257	52	34	114	131	1.2852524451750245	-0.7975415060323109	Q4_clip_high_te_down
ENSMUSG00000020561.9	Polr1f	protein_coding	chr12	33479634	33491391	+	1019	260	194	539	494	1.2013308058086185	-0.295044800736415	other
ENSMUSG00000020562.8	Efcab10	protein_coding	chr12	33444853	33451266	+	14	43	74	19	43	-0.8707169830550335	-0.36811645189135145	Q3_clip_low_te_down
ENSMUSG00000020564.18	Atxn7l1	protein_coding	chr12	33197692	33423184	+	33	62	49	85	112	-1.3267693579568616	-0.7273379414382813	Q3_clip_low_te_down
ENSMUSG00000020566.20	Atp6v1c2	protein_coding	chr12	17334722	17379360	-	6	4	5	3	15	-0.29218075149331035	-1.7369655941662063	other
ENSMUSG00000020570.16	Sypl	protein_coding	chr12	33003890	33029859	+	1409	556	666	394	414	2.022093770850617	0.18875075067473157	other
ENSMUSG00000020571.14	Pdia6	protein_coding	chr12	17316546	17334771	+	11874	9730	10247	4996	6129	1.3162552611053169	-0.22014245042186173	other
ENSMUSG00000020572.9	Nampt	protein_coding	chr12	32869544	32903348	+	2496	900	454	2042	2161	0.47048244212215357	-1.0673378797289028	other
ENSMUSG00000020576.11	Nbas	protein_coding	chr12	13319134	13633812	+	1720	606	636	542	752	1.631573800492027	-0.4021008108669481	Q4_clip_high_te_down
ENSMUSG00000020577.18	Tspan13	protein_coding	chr12	36064556	36092499	-	496	551	710	393	439	0.4755908894540706	0.20587339877296285	other
ENSMUSG00000020580.11	Rock2	protein_coding	chr12	16944896	17037824	+	3377	228	150	1399	1191	1.604496031253209	-0.3687564574016978	Q4_clip_high_te_down
ENSMUSG00000020583.5	Matn3	protein_coding	chr12	8997929	9022028	+	202	169	154	94	93	1.3254859143005517	-0.11799977421015362	other
ENSMUSG00000020585.5	Laptm4a	protein_coding	chr12	8971664	8988742	+	3337	2299	2810	866	1057	2.0165179302294205	0.002213863656414759	other
ENSMUSG00000020589.18	Cyria	protein_coding	chr12	12312140	12430966	+	281	118	59	148	202	0.9025121550979442	-1.4340945644224394	Q4_clip_high_te_down
ENSMUSG00000020590.17	Snx13	protein_coding	chr12	35097185	35197478	+	1079	46	53	288	336	2.009189171454661	-0.021380448195348258	other
ENSMUSG00000020592.15	Sdc1	protein_coding	chr12	8821323	8843715	+	379	1270	1641	349	581	-0.07193811498688434	-0.3641741343031091	other
ENSMUSG00000020593.17	Lpin1	protein_coding	chr12	16585670	16696967	-	104	77	55	266	466	-1.582998313840642	-1.284630104826752	Q3_clip_low_te_down
ENSMUSG00000020594.15	Pum2	protein_coding	chr12	8724134	8802581	+	4008	1591	1040	2980	3561	0.5156825681253119	-0.8697614083546816	Q4_clip_high_te_down
ENSMUSG00000020598.17	Nrcam	protein_coding	chr12	44375668	44648747	+	21	41	177	15	50	-0.38426515048402715	0.41099066621614183	other
ENSMUSG00000020599.14	Rgs9	protein_coding	chr11	109116181	109188955	-	5	4	3	28	58	-2.652076696579693	-1.3465901491216317	Q3_clip_low_te_down
ENSMUSG00000020600.14	Slc7a15	protein_coding	chr12	8578483	8649066	-	0	1	0	3	7	-2.3625700793847084	-2.0	Q3_clip_low_te_down
ENSMUSG00000020601.9	Trib2	protein_coding	chr12	15841728	15866923	-	45	15	11	14	48	0.7459543773934609	-2.1228567477855336	Q4_clip_high_te_down
ENSMUSG00000020604.14	Arsg	protein_coding	chr11	109364200	109464156	+	20	5	8	24	14	0.29278174922784594	1.3219280948873624	other
ENSMUSG00000020605.10	Hs1bp3	protein_coding	chr12	8363432	8393824	+	133	305	205	489	724	-1.9582589866989228	-1.1360865614091598	Q3_clip_low_te_down
ENSMUSG00000020607.8	Lratd1	protein_coding	chr12	14196831	14202055	-	12	7	0	6	9	0.8353692982272006	-3.514573172829758	Q4_clip_high_te_down
ENSMUSG00000020608.8	Smc6	protein_coding	chr12	11315887	11369786	+	3168	304	150	1714	1698	1.1149570226909435	-1.0007379692492155	Q4_clip_high_te_down
ENSMUSG00000020609.15	Apob	protein_coding	chr12	8027648	8066835	+	95	100	172	31	67	1.1634987322828796	-0.31104609636540953	Q4_clip_high_te_down
ENSMUSG00000020610.18	Amz2	protein_coding	chr11	109316772	109343639	+	624	161	139	456	587	0.48081757391765234	-0.5741889757179529	other
ENSMUSG00000020611.15	Gna13	protein_coding	chr11	109253657	109292195	+	2303	316	267	1502	2022	0.6085006634585787	-0.670901150323553	Q4_clip_high_te_down
ENSMUSG00000020612.17	Prkar1a	protein_coding	chr11	109540231	109560482	+	2079	1753	1194	2219	3124	-0.13921399824295044	-1.0469346427759656	other
ENSMUSG00000020614.14	Fam20a	protein_coding	chr11	109560575	109613105	-	3	2	9	4	11	-0.8650704199138913	0.4739311883324125	Q2_clip_low_te_up
ENSMUSG00000020620.15	Abca8b	protein_coding	chr11	109823016	109886671	-	63	6	7	23	15	1.9004643264490857	0.777607578663552	Q1_clip_high_te_up
ENSMUSG00000020621.7	Rdh14	protein_coding	chr12	10440772	10445562	+	82	41	70	58	73	0.5421494171821831	0.4306193804588132	Q1_clip_high_te_up
ENSMUSG00000020623.12	Map2k6	protein_coding	chr11	110289948	110416348	+	197	110	77	158	244	0.19353755866426298	-1.1327686312060727	other
ENSMUSG00000020627.11	Klhl29	protein_coding	chr12	5127472	5425682	-	13	4	1	1	15	0.8598223419517397	-4.321928094887363	Q4_clip_high_te_down
ENSMUSG00000020628.17	Trappc12	protein_coding	chr12	28740627	28800471	-	226	874	616	434	643	-1.0265382408606538	-1.0700578149487996	Q3_clip_low_te_down
ENSMUSG00000020629.13	Adi1	protein_coding	chr12	28725230	28732174	+	605	545	389	559	670	0.19995135832494154	-0.7463127664254586	other
ENSMUSG00000020630.10	Rnaseh1	protein_coding	chr12	28699601	28709588	+	113	138	89	323	362	-1.3688838533169103	-0.7910637115049588	Q3_clip_low_te_down
ENSMUSG00000020633.15	Dcdc2c	protein_coding	chr12	28487794	28602398	-	5	0	3	7	4	0.10691520391651217	2.678071905112638	other
ENSMUSG00000020634.13	Ubxn2a	protein_coding	chr12	4929032	4957705	-	1199	144	133	582	626	1.2104197796703722	-0.21878945915870457	other
ENSMUSG00000020635.9	Fkbp1b	protein_coding	chr12	4883174	4891591	-	16	19	39	26	35	-0.6674246609131291	0.5849625007211564	Q2_clip_low_te_up
ENSMUSG00000020638.9	Cmpk2	protein_coding	chr12	26519203	26529836	+	13	7	4	1	8	1.5703157247567547	-2.84799690655495	Q4_clip_high_te_down
ENSMUSG00000020639.15	Pfn4	protein_coding	chr12	4819022	4828813	+	4	5	1	4	2	0.5443205162238104	-0.84799690655495	Q4_clip_high_te_down
ENSMUSG00000020640.11	Itsn2	protein_coding	chr12	4642638	4763962	+	1152	611	789	812	1168	0.4408279718017318	-0.15562667208481507	other
ENSMUSG00000020641.17	Rsad2	protein_coding	chr12	26492745	26506451	-	39	4	10	7	1	3.222392421336448	3.137503523749935	Q1_clip_high_te_up
ENSMUSG00000020642.14	Rnf144a	protein_coding	chr12	26350963	26465253	-	110	27	28	88	126	0.26192078552308523	-0.4623251827358	other
ENSMUSG00000020644.10	Id2	protein_coding	chr12	25143798	25147139	-	34	104	96	67	92	-0.9792414398332026	-0.566028645336687	Q3_clip_low_te_down
ENSMUSG00000020646.18	Mboat2	protein_coding	chr12	24880878	25014396	+	1069	300	345	328	386	1.8019717253607008	-0.03323743153214628	other
ENSMUSG00000020647.11	Ncoa1	protein_coding	chr12	4297362	4527182	-	491	297	161	521	925	-0.3349389604075173	-1.706280904267889	other
ENSMUSG00000020648.4	Dus4l	protein_coding	chr12	31690049	31704825	-	93	49	16	98	75	0.32577016118175656	-1.1749642418883612	other
ENSMUSG00000020649.12	Rrm2	protein_coding	chr12	24758240	24764145	+	1574	2756	1394	2826	3436	-0.7693399626799515	-1.2647121138347626	Q3_clip_low_te_down
ENSMUSG00000020650.16	Bcap29	protein_coding	chr12	31640966	31684657	-	813	155	157	148	94	2.960540068039809	0.6676914414460683	Q1_clip_high_te_up
ENSMUSG00000020651.9	Slc26a4	protein_coding	chr12	31569826	31609968	-	0	1	3	0	9	-2.237039197300849	-2.321928094887362	Q3_clip_low_te_down
ENSMUSG00000020652.18	Cenpo	protein_coding	chr12	4246004	4284294	-	182	97	65	217	252	-0.1414909899922926	-0.7851249746741388	other
ENSMUSG00000020653.13	Klf11	protein_coding	chr12	24701273	24712788	+	348	155	96	296	210	0.6807909607739344	-0.19226944458154024	other
ENSMUSG00000020654.16	Adcy3	protein_coding	chr12	4183103	4263525	+	235	77	127	116	206	0.7651854678136646	-0.10852445677816903	other
ENSMUSG00000020656.17	Grhl1	protein_coding	chr12	24622282	24667390	+	173	73	29	95	100	1.0432840977288	-1.37581175205107	Q4_clip_high_te_down
ENSMUSG00000020657.17	Dnajc27	protein_coding	chr12	4132583	4160606	+	277	25	15	283	332	0.07220681491053756	-0.9300709657076722	other
ENSMUSG00000020658.11	Efr3b	protein_coding	chr12	4012554	4088915	-	103	22	14	110	213	-0.4214637684382767	-1.5637224804995353	other
ENSMUSG00000020659.17	Cbll1	protein_coding	chr12	31534828	31549615	-	413	170	99	325	319	0.5804890241418482	-0.7471962657674578	Q4_clip_high_te_down
ENSMUSG00000020660.7	Pomc	protein_coding	chr12	4004951	4010642	+	0	4	5	32	10	-4.23703919730085	1.84799690655495	Q2_clip_low_te_up
ENSMUSG00000020661.16	Dnmt3a	protein_coding	chr12	3856007	3964443	+	2032	705	258	1280	1602	0.717931471940358	-1.7702200353975277	Q4_clip_high_te_down
ENSMUSG00000020664.11	Dld	protein_coding	chr12	31381276	31401452	-	3504	1953	995	1556	1168	1.585021303429224	-0.5587188053529236	Q4_clip_high_te_down
ENSMUSG00000020668.11	Kif3c	protein_coding	chr12	3415132	3456494	+	67	31	15	90	168	-0.7125125504416671	-1.8930847960834882	Q3_clip_low_te_down
ENSMUSG00000020669.16	Sh3yl1	protein_coding	chr12	30961667	31010161	+	30	25	17	41	55	-0.438121112391885	-0.9455522159776235	other
ENSMUSG00000020671.10	Rab10	protein_coding	chr12	3297428	3359969	-	2396	510	350	915	957	1.5775013773263942	-0.6065303182722969	Q4_clip_high_te_down
ENSMUSG00000020673.15	Tpo	protein_coding	chr12	30104658	30182623	-	0	5	8	10	13	-3.4214637684382767	0.23703919730084963	other
ENSMUSG00000020674.18	Pxdn	protein_coding	chr12	29987607	30067657	+	238	157	367	104	268	0.5763647694295599	-0.13743563701059158	other
ENSMUSG00000020677.8	Ddx52	protein_coding	chr11	83832888	83853914	+	1897	626	162	1218	1083	0.9433580025647117	-1.7742601093046209	Q4_clip_high_te_down
ENSMUSG00000020679.12	Hnf1b	protein_coding	chr11	83740889	83796645	+	4	4	2	1	5	0.5443205162238104	-2.321928094887362	Q4_clip_high_te_down
ENSMUSG00000020680.16	Taf15	protein_coding	chr11	83363912	83397569	+	1531	1254	387	2891	2236	-0.5208688527159124	-1.3230565107590078	Q3_clip_low_te_down
ENSMUSG00000020681.15	Ace	protein_coding	chr11	105858771	105880790	+	19	41	76	34	64	-1.0995356735509143	-0.01861567816734691	other
ENSMUSG00000020682.18	Mmp28	protein_coding	chr11	83331594	83353897	-	40	24	12	29	36	0.5138552354967593	-1.2459792416540638	Q4_clip_high_te_down
ENSMUSG00000020684.15	Rasl10b	protein_coding	chr11	83299963	83311865	+	8	2	3	6	10	0.22239242133644802	-0.2370391973008493	other
ENSMUSG00000020687.14	Cdc27	protein_coding	chr11	104393571	104441446	-	2907	663	371	1173	1613	1.2831891293876192	-1.2950887904066215	Q4_clip_high_te_down
ENSMUSG00000020689.5	Itgb3	protein_coding	chr11	104498826	104561302	+	148	113	254	65	196	0.4026419525063071	-0.41619427740380655	other
ENSMUSG00000020691.14	Mettl2	protein_coding	chr11	105017251	105031220	+	569	381	272	555	654	0.13522738069422321	-0.7210817108172013	other
ENSMUSG00000020692.15	Nle1	protein_coding	chr11	82791594	82799237	-	227	586	278	824	1142	-1.88723206983805	-1.5434547603621647	Q3_clip_low_te_down
ENSMUSG00000020694.18	Tlk2	protein_coding	chr11	105069633	105174785	+	2007	335	191	1204	1349	0.8748283994622363	-0.9712811828784733	Q4_clip_high_te_down
ENSMUSG00000020695.15	Mrc2	protein_coding	chr11	105183469	105241965	+	75	78	148	50	81	0.41503749927884376	0.23026110963847055	other
ENSMUSG00000020696.19	Rffl	protein_coding	chr11	82693275	82762036	-	182	75	64	263	381	-0.5972980950734346	-0.7585944090924261	Q3_clip_low_te_down
ENSMUSG00000020697.17	Lig3	protein_coding	chr11	82671934	82695100	+	1201	454	169	1469	1430	-0.04872097815036388	-1.381539315951298	other
ENSMUSG00000020698.12	Cct6b	protein_coding	chr11	82610076	82655147	-	9	24	12	23	9	-0.5431423250265289	0.31961793420016127	Q2_clip_low_te_up
ENSMUSG00000020700.12	Map3k3	protein_coding	chr11	105975439	106046272	+	435	199	119	997	1041	-1.0037766907454837	-0.7992091511074539	Q3_clip_low_te_down
ENSMUSG00000020701.13	Tmem132e	protein_coding	chr11	82279726	82337158	+	6	4	6	8	2	0.44478484267289614	2.070389327891398	other
ENSMUSG00000020704.14	Asic2	protein_coding	chr11	80770995	81859283	-	5	5	5	10	10	-0.6520766965796931	0.0	other
ENSMUSG00000020705.7	Ddx42	protein_coding	chr11	106107752	106139965	+	2086	1127	415	2831	3001	-0.2606623644018945	-1.5232143457953922	other
ENSMUSG00000020706.14	Ftsj3	protein_coding	chr11	106139968	106146905	-	8160	3026	1304	5621	5960	0.7172013085626445	-1.29830978796075	Q4_clip_high_te_down
ENSMUSG00000020707.7	Rnf135	protein_coding	chr11	80074677	80090583	+	85	53	67	52	115	0.24777773975636164	-0.7974852014775022	other
ENSMUSG00000020708.13	Psmc5	protein_coding	chr11	106146980	106153946	+	2468	4684	2489	4122	5139	-0.6851602557742384	-1.2299772037842815	Q3_clip_low_te_down
ENSMUSG00000020709.16	Adap2	protein_coding	chr11	80044931	80069784	+	51	12	19	53	120	-0.5283789723547887	-0.5424873583648556	Q3_clip_low_te_down
ENSMUSG00000020712.12	Tcam1	protein_coding	chr11	106167498	106179571	+	41	5	1	6	5	2.914270125974116	-1.3625700793847082	Q4_clip_high_te_down
ENSMUSG00000020715.10	Ern1	protein_coding	chr11	106285476	106378678	-	628	88	135	214	351	1.3721037032735086	-0.09950935876389523	other
ENSMUSG00000020716.17	Nf1	protein_coding	chr11	79230519	79472438	+	2004	189	149	1080	1306	0.9701918214139256	-0.61492953589585	Q4_clip_high_te_down
ENSMUSG00000020717.20	Pecam1	protein_coding	chr11	106545043	106641454	-	3855	3911	6148	1368	2176	1.3433049366677212	-0.01677352440205348	other
ENSMUSG00000020718.13	Polg2	protein_coding	chr11	106659079	106670363	-	148	109	99	141	221	-0.0662336984000867	-0.7821722705953588	other
ENSMUSG00000020719.15	Ddx5	protein_coding	chr11	106671181	106680011	-	8347	2929	1143	10114	10858	-0.10670710043183788	-1.4592085448134513	other
ENSMUSG00000020720.14	Psmd12	protein_coding	chr11	107370310	107395188	+	2518	3442	1293	3343	3519	-0.22380600942885656	-1.485829145021185	other
ENSMUSG00000020721.17	Helz	protein_coding	chr11	107438756	107584652	+	4141	1110	773	2817	5121	0.28358096752663975	-1.3834889865325137	other
ENSMUSG00000020723.4	Cacng4	protein_coding	chr11	107623183	107685383	-	30	12	11	28	67	-0.4233241104638045	-1.3449590635427031	other
ENSMUSG00000020728.18	Cep112	protein_coding	chr11	108316018	108751441	+	98	21	13	50	74	0.8744691179161412	-1.2084700451040784	Q4_clip_high_te_down
ENSMUSG00000020732.14	Rab37	protein_coding	chr11	114982257	115053062	+	22	6	3	9	5	1.745954377393461	-0.07038932789139786	other
ENSMUSG00000020733.4	Slc9a3r1	protein_coding	chr11	115054167	115072007	+	238	1435	665	1148	1830	-2.4178373860323275	-1.7807146599030128	Q3_clip_low_te_down
ENSMUSG00000020734.14	Grin2c	protein_coding	chr11	115139995	115158069	-	6	2	6	9	12	-0.49381461266296073	0.8438807980827182	other
ENSMUSG00000020736.13	Nt5c	protein_coding	chr11	115381246	115382688	-	246	540	286	406	559	-0.7466124265557155	-1.374975889829847	Q3_clip_low_te_down
ENSMUSG00000020737.13	Jpt1	protein_coding	chr11	115388179	115405213	-	505	1382	751	1489	1891	-1.5182749483792253	-1.2235963474627278	Q3_clip_low_te_down
ENSMUSG00000020738.17	Sumo2	protein_coding	chr11	115413928	115427102	-	2727	2299	1691	1984	1699	0.7885714463781883	-0.2193000317065319	other
ENSMUSG00000020739.12	Nup85	protein_coding	chr11	115455260	115474811	+	1663	1966	995	3644	4002	-0.9780346685032082	-1.1169421113836882	Q3_clip_low_te_down
ENSMUSG00000020740.14	Gga3	protein_coding	chr11	115475081	115494877	-	1504	546	241	1176	1821	0.22767438611477217	-1.8069424242815686	other
ENSMUSG00000020741.18	Cluh	protein_coding	chr11	74540321	74561673	+	999	1244	503	2906	4330	-1.6331986863740038	-1.879819204386858	Q3_clip_low_te_down
ENSMUSG00000020743.16	Mif4gd	protein_coding	chr11	115498744	115503795	-	845	726	658	991	1378	-0.26437367302561016	-0.6168873300386479	other
ENSMUSG00000020744.14	Slc25a19	protein_coding	chr11	115505004	115519121	-	343	216	172	336	442	0.04132686228893534	-0.7214811121809145	other
ENSMUSG00000020745.16	Pafah1b1	protein_coding	chr11	74564775	74615496	-	4062	1079	527	4114	4729	0.10007564298971536	-1.2333692306101471	other
ENSMUSG00000020747.19	Tmem94	protein_coding	chr11	115656259	115690192	+	376	353	487	643	968	-0.8747175885505305	-0.12630418982057512	other
ENSMUSG00000020752.12	Recql5	protein_coding	chr11	115783421	115824303	-	361	185	82	547	888	-0.7666060380376829	-1.8621269056303495	Q3_clip_low_te_down
ENSMUSG00000020755.10	Sap30bp	protein_coding	chr11	115824108	115857551	+	446	669	293	794	952	-0.7449660269808328	-1.4498662942469946	Q3_clip_low_te_down
ENSMUSG00000020758.16	Itgb4	protein_coding	chr11	115865535	115899238	+	64	120	368	65	155	-0.5496556319852033	0.36760566928200666	Q2_clip_low_te_up
ENSMUSG00000020766.5	Galk1	protein_coding	chr11	115899283	115903545	-	448	1301	902	1730	2695	-2.0791496020202707	-1.167146327499997	Q3_clip_low_te_down
ENSMUSG00000020770.14	Unk	protein_coding	chr11	115921148	115952040	+	146	174	110	407	632	-1.6016895871266046	-1.2904315929390684	Q3_clip_low_te_down
ENSMUSG00000020773.12	Trim47	protein_coding	chr11	115996578	116018036	-	106	67	80	43	86	0.9304364062001447	-0.7311247155771459	Q4_clip_high_te_down
ENSMUSG00000020774.10	Aspa	protein_coding	chr11	73195818	73220422	-	26	12	36	3	14	1.7293524100563311	-0.39787694812066077	Q4_clip_high_te_down
ENSMUSG00000020775.14	Mrpl38	protein_coding	chr11	116022643	116029694	-	651	2158	1517	1396	2146	-1.2200423129874927	-1.1281816230563488	Q3_clip_low_te_down
ENSMUSG00000020776.19	Fbf1	protein_coding	chr11	116033111	116058992	-	161	138	101	436	564	-1.4064243689741356	-0.8171333185539635	Q3_clip_low_te_down
ENSMUSG00000020777.17	Acox1	protein_coding	chr11	116062714	116089871	-	244	188	120	367	779	-1.0058765663366693	-1.7271475446390758	Q3_clip_low_te_down
ENSMUSG00000020778.13	Ten1	protein_coding	chr11	116089681	116106144	+	44	103	148	39	107	-0.49520784796282696	-0.9142306049550368	other
ENSMUSG00000020780.16	Srp68	protein_coding	chr11	116135992	116165043	-	551	1369	478	1666	2489	-1.6904101545097552	-2.0949699700807356	Q3_clip_low_te_down
ENSMUSG00000020781.15	Tsen54	protein_coding	chr11	115705550	115713920	+	181	262	169	524	779	-1.6196470299221029	-1.2006847543507262	Q3_clip_low_te_down
ENSMUSG00000020782.19	Llgl2	protein_coding	chr11	115714875	115746606	+	249	948	530	1687	3722	-3.2135028199839164	-1.9788469383612834	Q3_clip_low_te_down
ENSMUSG00000020783.15	Ncbp3	protein_coding	chr11	72938609	72980143	+	45670	508	233	1227	1365	5.360420415561026	-1.274804049412202	Q4_clip_high_te_down
ENSMUSG00000020785.18	Camkk1	protein_coding	chr11	72909834	72932899	+	110	57	33	169	171	-0.4010442271993438	-0.787391972441629	other
ENSMUSG00000020788.16	Atp2a3	protein_coding	chr11	72851995	72883870	+	289	92	439	189	987	-0.7998223124790783	-0.13631072083710172	other
ENSMUSG00000020790.15	Ankfy1	protein_coding	chr11	72580832	72662972	+	1400	563	371	2070	2822	-0.5821647243121236	-1.0472941165199434	Q3_clip_low_te_down
ENSMUSG00000020792.16	Exoc7	protein_coding	chr11	116178827	116198059	-	171	240	144	260	495	-0.9154923139471857	-1.659270560032018	Q3_clip_low_te_down
ENSMUSG00000020793.6	Galr2	protein_coding	chr11	116171765	116174764	+	8	10	8	8	5	0.4854268271702419	0.295455883526171	other
ENSMUSG00000020794.14	Ube2g1	protein_coding	chr11	72498109	72577307	+	1120	897	474	1173	1144	0.17367587949587118	-0.882703121397091	other
